"ASSESSMENT KEY","STATUS KEY","AVAILABILITY KEY","PRIORITY KEY","NETA_Standard","Designations","Category Not Found"
"ACCEPTABLE","COMPLETED","READY","HIGH","ATS","SES-00-001","Category Not Found"
"MINOR DEFICIENCY","NOT STARTED","ON HOLD","MEDIUM","MTS","SWGR-00-001","Category Not Found"
"NON-SERVICEABLE","IN PROGRESS","NOT AVAILABLE","LOW",,"Docking Station","Category Not Found"
,"OVERDUE",,,,"XFMR00001-1","Category Not Found"
,"ISSUE LOG",,,,"MCC-00-001","Category Not Found"
,,,,,"SWGR00001-1","Category Not Found"
,,,,,"SWGR00001-2","Category Not Found"
,,,,,"SWGR00001-3","Category Not Found"
,,,,,"SWGR00001-4","Category Not Found"
,,,,,"SWGR00001-5","Category Not Found"
,,,,,"VFD-00-011","Category Not Found"
,,,,,"VFD-00-012","Category Not Found"
,,,,,"VFD-00-013","Category Not Found"
,,,,,"XFMR00001-1 LVCB","Category Not Found"
,,,,,"VFD00011-1","Category Not Found"
,,,,,"VFD00012-1","Category Not Found"
,,,,,"VFD00013-1","Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
,,,,,,"Category Not Found"
